Date,Open,High,Low,Close,Volume
23/10/2015 15:30:00,233.4,239.3,233.4,238.9,5816505
26/10/2015 15:30:00,239.23,239.87,236.67,237.67,5264353
27/10/2015 15:30:00,236.47,237.97,235.5,237.33,9960082
28/10/2015 15:30:00,236.23,239.3,236.0,236.8,6474972
29/10/2015 15:30:00,236.73,237.33,231.4,233.33,5092444
30/10/2015 15:30:00,234.3,234.3,220.6,223.1,18518698
02/11/2015 15:30:00,222.0,226.47,219.97,224.8,6884021
03/11/2015 15:30:00,224.53,225.93,221.87,223.23,2607387
04/11/2015 15:30:00,224.57,225.47,222.67,223.8,3320058
05/11/2015 15:30:00,222.67,226.13,222.17,224.77,3592068
06/11/2015 15:30:00,223.77,226.3,223.33,225.13,2975532
09/11/2015 15:30:00,221.0,229.33,220.23,228.7,7999916
10/11/2015 15:30:00,227.2,230.03,223.43,224.5,4819164
13/11/2015 15:30:00,220.27,222.53,218.07,219.87,12420613
16/11/2015 15:30:00,220.0,226.0,219.73,225.53,5849166
17/11/2015 15:30:00,228.13,233.5,226.07,232.73,7715258
18/11/2015 15:30:00,234.0,234.1,229.4,231.9,6644147
19/11/2015 15:30:00,233.33,235.33,232.53,234.7,11291847
20/11/2015 15:30:00,234.83,234.83,228.73,229.63,6572094
23/11/2015 15:30:00,228.9,229.9,224.17,224.83,5993134
24/11/2015 15:30:00,226.1,226.4,221.53,223.93,8724234
26/11/2015 15:30:00,224.1,230.0,223.23,228.53,6276983
27/11/2015 15:30:00,229.6,230.0,225.9,229.57,3784751
30/11/2015 15:30:00,228.8,231.2,227.03,230.77,11503443
01/12/2015 15:30:00,230.13,231.33,227.33,230.83,6751283
02/12/2015 15:30:00,230.67,233.17,228.27,232.93,3090011
03/12/2015 15:30:00,230.73,231.93,228.2,228.9,3729477
04/12/2015 15:30:00,227.53,227.83,223.33,223.97,9082549
07/12/2015 15:30:00,223.33,223.93,207.03,209.03,33913618
08/12/2015 15:30:00,207.33,212.13,207.07,209.83,12669492
09/12/2015 15:30:00,213.0,213.0,210.17,211.6,10049633
