Date,Open,High,Low,Close,Volume
23/10/2015 15:30:00,2635.25,2643.0,2588.1,2596.05,205893
26/10/2015 15:30:00,2602.9,2633.0,2597.6,2620.55,197884
27/10/2015 15:30:00,2614.95,2644.0,2586.7,2620.1,357084
28/10/2015 15:30:00,2630.0,2632.8,2595.25,2626.05,199328
29/10/2015 15:30:00,2616.1,2637.3,2603.2,2626.65,265627
30/10/2015 15:30:00,2620.0,2629.6,2563.7,2581.4,341083
02/11/2015 15:30:00,2575.2,2584.4,2532.7,2545.85,367201
03/11/2015 15:30:00,2556.95,2597.0,2536.2,2582.75,226406
04/11/2015 15:30:00,2600.0,2634.2,2592.0,2621.05,223537
05/11/2015 15:30:00,2617.85,2658.6,2606.1,2638.7,229100
06/11/2015 15:30:00,2642.0,2674.9,2600.1,2639.85,359043
09/11/2015 15:30:00,2605.05,2649.9,2596.1,2614.1,138190
10/11/2015 15:30:00,2608.0,2671.0,2605.1,2663.7,218330
13/11/2015 15:30:00,2645.0,2650.0,2611.0,2615.4,155474
16/11/2015 15:30:00,2615.0,2645.0,2580.0,2611.7,153495
17/11/2015 15:30:00,2603.05,2618.4,2575.0,2597.95,196186
18/11/2015 15:30:00,2590.0,2604.5,2567.15,2574.85,165550
19/11/2015 15:30:00,2618.75,2683.8,2581.45,2589.7,736910
20/11/2015 15:30:00,2600.0,2639.0,2556.3,2562.85,747678
23/11/2015 15:30:00,2572.0,2667.0,2572.0,2636.65,724326
24/11/2015 15:30:00,2641.0,2666.8,2629.0,2645.35,397339
26/11/2015 15:30:00,2610.0,2710.0,2610.0,2688.7,1400143
27/11/2015 15:30:00,2688.0,2714.4,2658.95,2704.45,300797
30/11/2015 15:30:00,2712.45,2714.0,2712.45,2714.0,0
01/12/2015 15:30:00,2716.0,2717.55,2670.2,2678.4,439761
02/12/2015 15:30:00,2664.9,2701.8,2654.5,2676.45,552538
03/12/2015 15:30:00,2680.55,2684.0,2611.2,2617.8,395343
04/12/2015 15:30:00,2613.0,2634.35,2603.15,2617.8,223767
07/12/2015 15:30:00,2634.7,2663.1,2609.4,2623.05,667088
08/12/2015 15:30:00,2615.0,2640.0,2585.65,2601.9,231485
09/12/2015 15:30:00,2599.95,2604.85,2536.0,2546.4,247209
